sequence,date,point_type,event,engine_equity,cash,positions_value,spx_close,spx_benchmark_equity,daily_return_pct,spx_day_return_pct,drawdown_pct,exposure_pct,open_positions_count,pending_orders_count,market_gate_state,spx_regime,settlement_delta_from_last_regular_eod
1,2021-06-11,REGULAR_EOD,EOD_MARK_TO_MARKET,100000.0,100000.0,0.0,4247.44,100000.0,0.0,0.1948,0.0,0.0,0,0,ALLOW,UPTREND,
2,2021-06-14,REGULAR_EOD,EOD_MARK_TO_MARKET,99966.7,66666.67,33300.03,4255.15,100181.521104,-0.0333,0.1815,0.0333,33.31,1,1,ALLOW,UPTREND,
3,2021-06-15,REGULAR_EOD,EOD_MARK_TO_MARKET,99645.03,33344.43,66300.6,4246.59,99979.987946,-0.3218,-0.2012,0.355,66.54,2,1,ALLOW,UPTREND,
4,2021-06-16,REGULAR_EOD,EOD_MARK_TO_MARKET,100655.07,129.42,100525.65,4223.7,99441.075095,1.0136,-0.539,0.0,99.87,3,1,ALLOW,UPTREND,
5,2021-06-17,REGULAR_EOD,EOD_MARK_TO_MARKET,100527.7,129.42,100398.28,4221.86,99397.754883,-0.1265,-0.0436,0.1265,99.87,3,1,ALLOW,UPTREND,
6,2021-06-18,REGULAR_EOD,EOD_MARK_TO_MARKET,99430.16,129.42,99300.74,4166.45,98093.204377,-1.0918,-1.3124,1.2169,99.87,3,0,ALLOW,UPTREND,
7,2021-06-21,REGULAR_EOD,EOD_MARK_TO_MARKET,100854.63,129.42,100725.21,4224.79,99466.737611,1.4326,1.4002,0.0,99.87,3,0,ALLOW,UPTREND,
8,2021-06-22,REGULAR_EOD,EOD_MARK_TO_MARKET,100698.83,129.42,100569.41,4246.44,99976.456407,-0.1545,0.5124,0.1545,99.87,3,0,ALLOW,UPTREND,
9,2021-06-23,REGULAR_EOD,EOD_MARK_TO_MARKET,101044.68,129.42,100915.25,4241.84,99868.155877,0.3434,-0.1083,0.0,99.87,3,0,ALLOW,UPTREND,
10,2021-06-24,REGULAR_EOD,EOD_MARK_TO_MARKET,101469.64,129.42,101340.22,4266.49,100448.505453,0.4206,0.5811,0.0,99.87,3,0,ALLOW,UPTREND,
11,2021-06-25,REGULAR_EOD,EOD_MARK_TO_MARKET,101259.29,129.42,101129.87,4280.7,100783.059914,-0.2073,0.3331,0.2073,99.87,3,0,ALLOW,UPTREND,
12,2021-06-28,REGULAR_EOD,EOD_MARK_TO_MARKET,100871.24,16667.98,84203.27,4290.61,101016.376924,-0.3832,0.2315,0.5897,83.48,3,1,ALLOW,UPTREND,
13,2021-06-29,REGULAR_EOD,EOD_MARK_TO_MARKET,101368.48,16667.98,84700.5,4291.8,101044.3938,0.4929,0.0277,0.0997,83.56,3,0,ALLOW,UPTREND,
14,2021-06-30,REGULAR_EOD,EOD_MARK_TO_MARKET,101032.72,31715.54,69317.18,4297.5,101178.592281,-0.3312,0.1328,0.4306,68.61,3,1,ALLOW,UPTREND,
15,2021-07-01,REGULAR_EOD,EOD_MARK_TO_MARKET,100677.03,31715.54,68961.49,4319.94,101706.910516,-0.3521,0.5222,0.7811,68.5,3,2,ALLOW,UPTREND,
16,2021-07-02,REGULAR_EOD,EOD_MARK_TO_MARKET,101365.14,31715.54,69649.6,4352.34,102469.722939,0.6835,0.75,0.103,68.71,3,1,ALLOW,UPTREND,
17,2021-07-06,REGULAR_EOD,EOD_MARK_TO_MARKET,102550.61,31715.54,70835.07,4343.54,102262.539318,1.1695,-0.2022,0.0,69.07,3,1,ALLOW,UPTREND,
18,2021-07-07,REGULAR_EOD,EOD_MARK_TO_MARKET,102041.9,31715.54,70326.36,4358.13,102606.040344,-0.4961,0.3359,0.4961,68.92,3,1,ALLOW,UPTREND,
19,2021-07-08,REGULAR_EOD,EOD_MARK_TO_MARKET,102052.45,31715.54,70336.91,4320.82,101727.628878,0.0103,-0.8561,0.4858,68.92,3,1,ALLOW,UPTREND,
20,2021-07-09,REGULAR_EOD,EOD_MARK_TO_MARKET,103065.51,31715.54,71349.97,4369.55,102874.90818,0.9927,1.1278,0.0,69.23,3,1,ALLOW,UPTREND,
21,2021-07-12,REGULAR_EOD,EOD_MARK_TO_MARKET,102009.07,31715.54,70293.53,4384.63,103229.945567,-1.025,0.3451,1.025,68.91,3,1,ALLOW,UPTREND,
22,2021-07-13,REGULAR_EOD,EOD_MARK_TO_MARKET,101601.16,31715.54,69885.62,4369.21,102866.903358,-0.3999,-0.3517,1.4208,68.78,3,1,ALLOW,UPTREND,
23,2021-07-14,REGULAR_EOD,EOD_MARK_TO_MARKET,100347.83,31715.54,68632.29,4374.3,102986.740248,-1.2336,0.1165,2.6369,68.39,3,1,ALLOW,UPTREND,
24,2021-07-15,REGULAR_EOD,EOD_MARK_TO_MARKET,99309.5,49993.69,49315.81,4360.03,102650.773172,-1.0347,-0.3262,3.6443,49.66,3,2,ALLOW,UPTREND,
25,2021-07-16,REGULAR_EOD,EOD_MARK_TO_MARKET,98863.56,63985.05,34878.52,4327.16,101876.895259,-0.449,-0.7539,4.077,35.28,2,3,ALLOW,UPTREND,
26,2021-07-19,REGULAR_EOD,EOD_MARK_TO_MARKET,99312.55,63985.05,35327.5,4258.49,100260.156706,0.4541,-1.587,3.6413,35.57,2,2,ALLOW,UPTREND,
27,2021-07-20,REGULAR_EOD,EOD_MARK_TO_MARKET,99769.11,63985.05,35784.06,4323.06,101780.366527,0.4597,1.5163,3.1984,35.87,2,2,ALLOW,UPTREND,
28,2021-07-21,REGULAR_EOD,EOD_MARK_TO_MARKET,100222.57,30728.68,69493.9,4358.69,102619.224757,0.4545,0.8242,2.7584,69.34,3,2,ALLOW,UPTREND,
29,2021-07-22,REGULAR_EOD,EOD_MARK_TO_MARKET,101508.06,30728.68,70779.39,4367.48,102826.172942,1.2826,0.2017,1.5111,69.73,3,0,ALLOW,UPTREND,
30,2021-07-23,REGULAR_EOD,EOD_MARK_TO_MARKET,105083.56,17806.46,87277.1,4411.79,103869.389562,3.5224,1.0145,0.0,83.05,3,1,ALLOW,UPTREND,
31,2021-07-26,REGULAR_EOD,EOD_MARK_TO_MARKET,103430.92,17806.46,85624.46,4422.3,104116.832727,-1.5727,0.2382,1.5727,82.78,3,0,ALLOW,UPTREND,
32,2021-07-27,REGULAR_EOD,EOD_MARK_TO_MARKET,102162.87,567.97,101594.89,4401.46,103626.184243,-1.226,-0.4712,2.7794,99.44,3,1,ALLOW,UPTREND,
33,2021-07-28,REGULAR_EOD,EOD_MARK_TO_MARKET,105772.63,567.97,105204.66,4400.64,103606.878496,3.5333,-0.0186,0.0,99.46,3,0,ALLOW,UPTREND,
34,2021-07-29,REGULAR_EOD,EOD_MARK_TO_MARKET,105939.14,567.97,105371.17,4419.15,104042.670409,0.1574,0.4206,0.0,99.46,3,0,ALLOW,UPTREND,
35,2021-07-30,REGULAR_EOD,EOD_MARK_TO_MARKET,106198.48,567.97,105630.51,4395.26,103480.213964,0.2448,-0.5406,0.0,99.47,3,1,ALLOW,UPTREND,
36,2021-08-02,REGULAR_EOD,EOD_MARK_TO_MARKET,105169.71,567.97,104601.73,4387.16,103289.510858,-0.9687,-0.1843,0.9687,99.46,3,0,ALLOW,UPTREND,
37,2021-08-03,REGULAR_EOD,EOD_MARK_TO_MARKET,109762.19,19.87,109742.31,4423.15,104136.844782,4.3667,0.8203,0.0,99.98,3,1,ALLOW,UPTREND,
38,2021-08-04,REGULAR_EOD,EOD_MARK_TO_MARKET,113525.04,19.87,113505.17,4402.66,103654.436555,3.4282,-0.4632,0.0,99.98,3,0,ALLOW,UPTREND,
39,2021-08-05,REGULAR_EOD,EOD_MARK_TO_MARKET,113524.78,19.87,113504.91,4429.1,104276.929162,-0.0002,0.6005,0.0002,99.98,3,0,ALLOW,UPTREND,
40,2021-08-06,REGULAR_EOD,EOD_MARK_TO_MARKET,112213.94,19.87,112194.07,4436.52,104451.622624,-1.1547,0.1675,1.1549,99.98,3,0,ALLOW,UPTREND,
41,2021-08-09,REGULAR_EOD,EOD_MARK_TO_MARKET,120691.88,19.87,120672.0,4432.35,104353.44584,7.5552,-0.094,0.0,99.98,3,0,ALLOW,UPTREND,
42,2021-08-10,REGULAR_EOD,EOD_MARK_TO_MARKET,118057.32,17026.29,101031.03,4436.75,104457.037651,-2.1829,0.0993,2.1829,85.58,3,1,ALLOW,UPTREND,
43,2021-08-11,REGULAR_EOD,EOD_MARK_TO_MARKET,108655.74,17026.29,91629.45,4442.41,104590.294389,-7.9636,0.1276,9.9726,84.33,3,1,ALLOW,UPTREND,
44,2021-08-12,REGULAR_EOD,EOD_MARK_TO_MARKET,110112.07,37254.87,72857.21,4460.83,105023.967378,1.3403,0.4146,8.766,66.17,3,2,ALLOW,UPTREND,
45,2021-08-13,REGULAR_EOD,EOD_MARK_TO_MARKET,109736.24,53912.19,55824.05,4468.0,105192.774942,-0.3413,0.1607,9.0774,50.87,2,2,ALLOW,UPTREND,
46,2021-08-16,REGULAR_EOD,EOD_MARK_TO_MARKET,108474.86,17333.44,91141.42,4479.71,105468.47042,-1.1495,0.2621,10.1225,84.02,3,2,ALLOW,UPTREND,
47,2021-08-17,REGULAR_EOD,EOD_MARK_TO_MARKET,109602.08,38101.56,71500.52,4448.08,104723.786563,1.0391,-0.7061,9.1885,65.24,2,1,ALLOW,UPTREND,
48,2021-08-18,REGULAR_EOD,EOD_MARK_TO_MARKET,108662.17,38101.56,70560.61,4400.27,103598.167367,-0.8576,-1.0748,9.9673,64.94,2,0,ALLOW,UPTREND,
49,2021-08-19,REGULAR_EOD,EOD_MARK_TO_MARKET,108931.04,55387.08,53543.97,4405.8,103728.363438,0.2474,0.1257,9.7445,49.15,2,1,ALLOW,UPTREND,
50,2021-08-20,REGULAR_EOD,EOD_MARK_TO_MARKET,108848.54,55387.08,53461.46,4441.67,104572.87213,-0.0757,0.8142,9.8129,49.12,2,1,ALLOW,UPTREND,
51,2021-08-23,REGULAR_EOD,EOD_MARK_TO_MARKET,109836.02,55387.08,54448.94,4479.53,105464.232573,0.9072,0.8524,8.9947,49.57,2,0,ALLOW,UPTREND,
52,2021-08-24,REGULAR_EOD,EOD_MARK_TO_MARKET,110591.59,18775.07,91816.52,4486.23,105621.974648,0.6879,0.1496,8.3687,83.02,3,1,ALLOW,UPTREND,
53,2021-08-25,REGULAR_EOD,EOD_MARK_TO_MARKET,110476.38,18775.07,91701.31,4496.19,105856.468838,-0.1042,0.222,8.4641,83.01,3,0,ALLOW,UPTREND,
54,2021-08-26,REGULAR_EOD,EOD_MARK_TO_MARKET,108761.62,17920.17,90841.45,4470.0,105239.862129,-1.5521,-0.5825,9.8849,83.52,3,1,ALLOW,UPTREND,
55,2021-08-27,REGULAR_EOD,EOD_MARK_TO_MARKET,110009.11,17920.17,92088.93,4509.37,106166.773398,1.147,0.8808,8.8513,83.71,3,0,ALLOW,UPTREND,
56,2021-08-30,REGULAR_EOD,EOD_MARK_TO_MARKET,111241.53,17920.17,93321.36,4528.79,106623.98998,1.1203,0.4307,7.8301,83.89,3,0,ALLOW,UPTREND,
57,2021-08-31,REGULAR_EOD,EOD_MARK_TO_MARKET,110975.97,17920.17,93055.8,4522.68,106480.138625,-0.2387,-0.1349,8.0502,83.85,3,0,ALLOW,UPTREND,
58,2021-09-01,REGULAR_EOD,EOD_MARK_TO_MARKET,111716.18,17920.17,93796.01,4524.09,106513.335091,0.667,0.0312,7.4369,83.96,3,0,ALLOW,UPTREND,
59,2021-09-02,REGULAR_EOD,EOD_MARK_TO_MARKET,112057.87,17920.17,94137.7,4536.95,106816.105701,0.3059,0.2843,7.1538,84.01,3,1,ALLOW,UPTREND,
60,2021-09-03,REGULAR_EOD,EOD_MARK_TO_MARKET,112788.48,179.2,112609.28,4535.43,106780.319439,0.652,-0.0335,6.5484,99.84,3,1,ALLOW,UPTREND,
61,2021-09-07,REGULAR_EOD,EOD_MARK_TO_MARKET,112242.07,179.2,112062.87,4520.03,106417.748102,-0.4845,-0.3396,7.0011,99.84,3,0,ALLOW,UPTREND,
62,2021-09-08,REGULAR_EOD,EOD_MARK_TO_MARKET,112006.83,179.2,111827.63,4514.07,106277.428286,-0.2096,-0.1319,7.1961,99.84,3,0,ALLOW,UPTREND,
63,2021-09-09,REGULAR_EOD,EOD_MARK_TO_MARKET,111065.8,179.2,110886.6,4493.28,105787.956981,-0.8402,-0.4606,7.9757,99.84,3,0,ALLOW,UPTREND,
64,2021-09-10,REGULAR_EOD,EOD_MARK_TO_MARKET,110092.48,17917.96,92174.52,4458.58,104970.994293,-0.8763,-0.7723,8.7822,83.72,3,1,ALLOW,UPTREND,
65,2021-09-13,REGULAR_EOD,EOD_MARK_TO_MARKET,108470.22,17917.96,90552.26,4468.73,105209.961765,-1.4735,0.2276,10.1263,83.48,3,1,ALLOW,UPTREND,
66,2021-09-14,REGULAR_EOD,EOD_MARK_TO_MARKET,109997.33,35793.55,74203.78,4443.05,104605.362289,1.4079,-0.5747,8.861,67.46,3,2,ALLOW,UPTREND,
67,2021-09-15,REGULAR_EOD,EOD_MARK_TO_MARKET,110714.38,35793.55,74920.83,4480.7,105491.778577,0.6519,0.8474,8.2669,67.67,3,1,ALLOW,UPTREND,
68,2021-09-16,REGULAR_EOD,EOD_MARK_TO_MARKET,112853.27,35793.55,77059.72,4473.75,105328.150604,1.9319,-0.1551,6.4947,68.28,3,1,ALLOW,UPTREND,
69,2021-09-17,REGULAR_EOD,EOD_MARK_TO_MARKET,112241.18,35793.55,76447.63,4432.99,104368.51374,-0.5424,-0.9111,7.0019,68.11,3,1,ALLOW,UPTREND,
70,2021-09-20,REGULAR_EOD,EOD_MARK_TO_MARKET,111098.92,35793.55,75305.37,4357.73,102596.622907,-1.0177,-1.6977,7.9483,67.78,3,0,RISK_OFF,UPTREND,
71,2021-09-21,REGULAR_EOD,EOD_MARK_TO_MARKET,112594.46,35793.55,76800.91,4354.19,102513.278587,1.3461,-0.0812,6.7092,68.21,3,1,RISK_OFF,UPTREND,
72,2021-09-22,REGULAR_EOD,EOD_MARK_TO_MARKET,114452.3,35793.55,78658.75,4395.64,103489.16053,1.65,0.952,5.1698,68.73,3,1,RISK_OFF,UPTREND,
73,2021-09-23,REGULAR_EOD,EOD_MARK_TO_MARKET,113920.36,35793.55,78126.81,4448.98,104744.975797,-0.4648,1.2135,5.6106,68.58,3,1,ALLOW,UPTREND,
74,2021-09-24,REGULAR_EOD,EOD_MARK_TO_MARKET,112912.63,35793.55,77119.08,4455.48,104898.009154,-0.8846,0.1461,6.4455,68.3,3,1,ALLOW,UPTREND,
75,2021-09-27,REGULAR_EOD,EOD_MARK_TO_MARKET,109814.97,35793.55,74021.42,4443.11,104606.774904,-2.7434,-0.2776,9.0121,67.41,3,1,ALLOW,UPTREND,
76,2021-09-28,REGULAR_EOD,EOD_MARK_TO_MARKET,106752.03,52291.8,54460.22,4352.63,102476.550581,-2.7892,-2.0364,11.55,51.02,2,2,RISK_OFF,UPTREND,
77,2021-09-29,REGULAR_EOD,EOD_MARK_TO_MARKET,106819.7,87467.12,19352.58,4359.46,102637.353323,0.0634,0.1569,11.4939,18.12,1,2,RISK_OFF,UPTREND,
78,2021-09-30,REGULAR_EOD,EOD_MARK_TO_MARKET,107269.4,87467.12,19802.28,4307.54,101414.969958,0.421,-1.191,11.1213,18.46,1,1,RISK_OFF,UPTREND,
79,2021-10-01,REGULAR_EOD,EOD_MARK_TO_MARKET,107737.31,87467.12,20270.19,4357.04,102580.377828,0.4362,1.1491,10.7336,18.81,1,1,RISK_OFF,UPTREND,
80,2021-10-04,REGULAR_EOD,EOD_MARK_TO_MARKET,106674.0,87467.12,19206.88,4300.46,101248.281318,-0.9869,-1.2986,11.6146,18.01,1,0,RISK_OFF,UPTREND,
81,2021-10-05,REGULAR_EOD,EOD_MARK_TO_MARKET,107345.05,87467.12,19877.93,4345.72,102313.864351,0.6291,1.0525,11.0586,18.52,1,0,RISK_OFF,UPTREND,
82,2021-10-06,REGULAR_EOD,EOD_MARK_TO_MARKET,107543.98,87467.12,20076.86,4363.55,102733.64662,0.1853,0.4103,10.8938,18.67,1,0,RISK_OFF,UPTREND,
83,2021-10-07,REGULAR_EOD,EOD_MARK_TO_MARKET,107374.47,87467.12,19907.35,4399.76,103586.160134,-0.1576,0.8298,11.0342,18.54,1,0,RISK_OFF,UPTREND,
84,2021-10-08,REGULAR_EOD,EOD_MARK_TO_MARKET,107125.1,87467.12,19657.98,4391.34,103387.923078,-0.2322,-0.1914,11.2408,18.35,1,0,RISK_OFF,UPTREND,
85,2021-10-11,REGULAR_EOD,EOD_MARK_TO_MARKET,107354.86,87467.12,19887.74,4361.19,102678.08374,0.2145,-0.6866,11.0505,18.53,1,0,RISK_OFF,UPTREND,
86,2021-10-12,REGULAR_EOD,EOD_MARK_TO_MARKET,107863.4,87467.12,20396.28,4350.65,102429.934266,0.4737,-0.2417,10.6291,18.91,1,0,RISK_OFF,UPTREND,
87,2021-10-13,REGULAR_EOD,EOD_MARK_TO_MARKET,109306.36,87467.12,21839.24,4363.8,102739.532518,1.3378,0.3023,9.4335,19.98,1,0,RISK_OFF,UPTREND,
88,2021-10-14,REGULAR_EOD,EOD_MARK_TO_MARKET,108951.93,87467.12,21484.81,4438.26,104492.588477,-0.3243,1.7063,9.7272,19.72,1,0,RISK_OFF,UPTREND,
89,2021-10-15,REGULAR_EOD,EOD_MARK_TO_MARKET,109108.83,87467.12,21641.71,4471.37,105272.116852,0.144,0.746,9.5972,19.83,1,0,RISK_OFF,UPTREND,
90,2021-10-18,REGULAR_EOD,EOD_MARK_TO_MARKET,109520.71,87467.12,22053.59,4486.46,105627.389675,0.3775,0.3375,9.2559,20.14,1,0,RISK_OFF,UPTREND,
91,2021-10-19,REGULAR_EOD,EOD_MARK_TO_MARKET,109593.56,87467.12,22126.44,4519.63,106408.330665,0.0665,0.7393,9.1956,20.19,1,0,ALLOW,UPTREND,
92,2021-10-20,REGULAR_EOD,EOD_MARK_TO_MARKET,109670.34,36712.87,72957.47,4536.19,106798.21257,0.0701,0.3664,9.132,66.52,2,2,ALLOW,UPTREND,
93,2021-10-21,REGULAR_EOD,EOD_MARK_TO_MARKET,109422.14,156.09,109266.05,4549.78,107118.170004,-0.2263,0.2996,9.3376,99.86,3,1,ALLOW,UPTREND,
94,2021-10-22,REGULAR_EOD,EOD_MARK_TO_MARKET,110865.37,156.09,110709.28,4544.9,107003.277268,1.319,-0.1073,8.1418,99.86,3,0,ALLOW,UPTREND,
95,2021-10-25,REGULAR_EOD,EOD_MARK_TO_MARKET,111527.22,156.09,111371.13,4566.48,107511.348012,0.597,0.4748,7.5934,99.86,3,0,ALLOW,UPTREND,
96,2021-10-26,REGULAR_EOD,EOD_MARK_TO_MARKET,111581.52,156.09,111425.43,4574.79,107706.995272,0.0487,0.182,7.5484,99.86,3,0,ALLOW,UPTREND,
97,2021-10-27,REGULAR_EOD,EOD_MARK_TO_MARKET,107645.66,156.09,107489.57,4551.68,107162.902831,-3.5273,-0.5052,10.8095,99.85,3,0,ALLOW,UPTREND,
98,2021-10-28,REGULAR_EOD,EOD_MARK_TO_MARKET,109584.46,156.09,109428.38,4596.42,108216.243196,1.8011,0.9829,9.2031,99.86,3,0,ALLOW,UPTREND,
99,2021-10-29,REGULAR_EOD,EOD_MARK_TO_MARKET,109714.43,156.09,109558.35,4605.38,108427.193792,0.1186,0.1949,9.0954,99.86,3,0,ALLOW,UPTREND,
100,2021-11-01,REGULAR_EOD,EOD_MARK_TO_MARKET,110898.68,156.09,110742.59,4613.67,108622.370181,1.0794,0.18,8.1142,99.86,3,0,ALLOW,UPTREND,
101,2021-11-02,REGULAR_EOD,EOD_MARK_TO_MARKET,110376.16,156.09,110220.08,4630.65,109022.140395,-0.4712,0.368,8.5471,99.86,3,1,ALLOW,UPTREND,
102,2021-11-03,REGULAR_EOD,EOD_MARK_TO_MARKET,108546.23,156.09,108390.14,4660.57,109726.564707,-1.6579,0.6461,10.0634,99.86,3,0,ALLOW,UPTREND,
103,2021-11-04,REGULAR_EOD,EOD_MARK_TO_MARKET,109839.64,17800.69,92038.95,4680.06,110185.429341,1.1916,0.4182,8.9917,83.79,3,1,ALLOW,UPTREND,
104,2021-11-05,REGULAR_EOD,EOD_MARK_TO_MARKET,114676.55,17800.69,96875.87,4697.53,110596.735916,4.4036,0.3733,4.984,84.48,3,1,ALLOW,UPTREND,
105,2021-11-08,REGULAR_EOD,EOD_MARK_TO_MARKET,117067.97,17800.69,99267.29,4701.7,110694.9127,2.0854,0.0888,3.0026,84.79,3,1,ALLOW,UPTREND,
106,2021-11-09,REGULAR_EOD,EOD_MARK_TO_MARKET,117854.32,15646.71,102207.62,4685.25,110307.62059,0.6717,-0.3499,2.3511,86.72,3,2,ALLOW,UPTREND,
107,2021-11-10,REGULAR_EOD,EOD_MARK_TO_MARKET,113527.86,13741.6,99786.26,4646.71,109400.250504,-3.671,-0.8226,5.9358,87.9,3,1,ALLOW,UPTREND,
108,2021-11-11,REGULAR_EOD,EOD_MARK_TO_MARKET,114083.28,33494.9,80588.38,4649.27,109460.522103,0.4892,0.0551,5.4756,70.64,3,2,ALLOW,UPTREND,
109,2021-11-12,REGULAR_EOD,EOD_MARK_TO_MARKET,114207.65,50455.88,63751.76,4682.85,110251.115966,0.109,0.7223,5.3726,55.82,2,3,ALLOW,UPTREND,
110,2021-11-15,REGULAR_EOD,EOD_MARK_TO_MARKET,114032.49,12386.67,101645.82,4682.8,110249.938787,-0.1534,-0.0011,5.5177,89.14,3,2,ALLOW,UPTREND,
111,2021-11-16,REGULAR_EOD,EOD_MARK_TO_MARKET,114202.76,12386.67,101816.1,4700.9,110676.077826,0.1493,0.3865,5.3766,89.15,3,1,ALLOW,UPTREND,
112,2021-11-17,REGULAR_EOD,EOD_MARK_TO_MARKET,113952.86,12386.67,101566.2,4688.67,110388.139679,-0.2188,-0.2602,5.5837,89.13,3,1,ALLOW,UPTREND,
113,2021-11-18,REGULAR_EOD,EOD_MARK_TO_MARKET,112872.87,12386.67,100486.2,4704.54,110761.776505,-0.9478,0.3385,6.4785,89.03,3,1,ALLOW,UPTREND,
114,2021-11-19,REGULAR_EOD,EOD_MARK_TO_MARKET,113831.05,12386.67,101444.38,4697.96,110606.859661,0.8489,-0.1399,5.6846,89.12,3,1,ALLOW,UPTREND,
115,2021-11-22,REGULAR_EOD,EOD_MARK_TO_MARKET,110771.56,12386.67,98384.89,4682.94,110253.23489,-2.6877,-0.3197,8.2195,88.82,3,1,ALLOW,UPTREND,
116,2021-11-23,REGULAR_EOD,EOD_MARK_TO_MARKET,111351.75,32976.31,78375.44,4690.7,110435.933174,0.5238,0.1657,7.7388,70.39,3,2,ALLOW,UPTREND,
117,2021-11-24,REGULAR_EOD,EOD_MARK_TO_MARKET,112250.46,32976.31,79274.15,4701.46,110689.262238,0.8071,0.2294,6.9942,70.62,3,1,ALLOW,UPTREND,
118,2021-11-26,REGULAR_EOD,EOD_MARK_TO_MARKET,110891.81,32976.31,77915.5,4594.62,108173.864728,-1.2104,-2.2725,8.1199,70.26,3,1,ALLOW,UPTREND,
119,2021-11-29,REGULAR_EOD,EOD_MARK_TO_MARKET,111339.24,32976.31,78362.94,4655.27,109601.783663,0.4035,1.32,7.7492,70.38,3,1,ALLOW,UPTREND,
120,2021-11-30,REGULAR_EOD,EOD_MARK_TO_MARKET,108429.48,32976.31,75453.18,4567.0,107523.590681,-2.6134,-1.8961,10.1601,69.59,3,2,ALLOW,UPTREND,
121,2021-12-01,REGULAR_EOD,EOD_MARK_TO_MARKET,106134.1,69186.37,36947.73,4513.04,106253.178385,-2.1169,-1.1815,12.0619,34.81,2,3,ALLOW,UPTREND,
122,2021-12-02,REGULAR_EOD,EOD_MARK_TO_MARKET,107062.65,88630.74,18431.92,4577.1,107761.380973,0.8749,1.4194,11.2926,17.22,1,2,ALLOW,UPTREND,
123,2021-12-03,REGULAR_EOD,EOD_MARK_TO_MARKET,106735.16,52943.19,53791.98,4538.43,106850.950219,-0.3059,-0.8449,11.5639,50.4,2,2,ALLOW,UPTREND,
124,2021-12-06,REGULAR_EOD,EOD_MARK_TO_MARKET,107267.78,52943.19,54324.6,4591.67,108104.411128,0.499,1.1731,11.1226,50.64,2,1,ALLOW,UPTREND,
125,2021-12-07,REGULAR_EOD,EOD_MARK_TO_MARKET,107661.57,17187.26,90474.31,4686.75,110342.93598,0.3671,2.0707,10.7963,84.04,3,1,ALLOW,UPTREND,
126,2021-12-08,REGULAR_EOD,EOD_MARK_TO_MARKET,107312.34,16427.08,90885.26,4701.21,110683.37634,-0.3244,0.3085,11.0857,84.69,3,1,ALLOW,UPTREND,
127,2021-12-09,REGULAR_EOD,EOD_MARK_TO_MARKET,106058.56,16427.08,89631.48,4667.45,109888.544629,-1.1683,-0.7181,12.1245,84.51,3,0,ALLOW,UPTREND,
128,2021-12-10,REGULAR_EOD,EOD_MARK_TO_MARKET,105706.39,62.71,105643.68,4712.02,110937.882583,-0.3321,0.9549,12.4163,99.94,3,1,ALLOW,UPTREND,
129,2021-12-13,REGULAR_EOD,EOD_MARK_TO_MARKET,103405.97,62.71,103343.26,4668.97,109924.330891,-2.1762,-0.9136,14.3223,99.94,3,0,ALLOW,UPTREND,
130,2021-12-14,REGULAR_EOD,EOD_MARK_TO_MARKET,102896.48,62.71,102833.77,4634.09,109103.130356,-0.4927,-0.7471,14.7445,99.94,3,0,ALLOW,UPTREND,
131,2021-12-15,REGULAR_EOD,EOD_MARK_TO_MARKET,105011.73,17575.26,87436.47,4709.85,110886.792986,2.0557,1.6348,12.9919,83.26,3,1,ALLOW,UPTREND,
132,2021-12-16,REGULAR_EOD,EOD_MARK_TO_MARKET,103547.02,17575.26,85971.76,4668.67,109917.267813,-1.3948,-0.8743,14.2055,83.03,3,1,ALLOW,UPTREND,
133,2021-12-17,REGULAR_EOD,EOD_MARK_TO_MARKET,103277.23,17575.26,85701.97,4620.64,108786.469026,-0.2605,-1.0288,14.429,82.98,3,1,ALLOW,UPTREND,
134,2021-12-20,REGULAR_EOD,EOD_MARK_TO_MARKET,102859.26,17575.26,85284.01,4568.02,107547.605146,-0.4047,-1.1388,14.7753,82.91,3,1,RISK_OFF,UPTREND,
135,2021-12-21,REGULAR_EOD,EOD_MARK_TO_MARKET,104657.44,34401.67,70255.76,4649.23,109459.580359,1.7482,1.7778,13.2854,67.13,3,2,ALLOW,UPTREND,
136,2021-12-22,REGULAR_EOD,EOD_MARK_TO_MARKET,105213.95,34401.67,70812.28,4696.56,110573.898631,0.5317,1.018,12.8243,67.3,3,2,ALLOW,UPTREND,
137,2021-12-23,REGULAR_EOD,EOD_MARK_TO_MARKET,105441.94,34401.67,71040.27,4725.79,111262.077863,0.2167,0.6224,12.6354,67.37,3,1,ALLOW,UPTREND,
138,2021-12-27,REGULAR_EOD,EOD_MARK_TO_MARKET,106346.21,16995.56,89350.65,4791.19,112801.828866,0.8576,1.3839,11.8862,84.02,3,3,ALLOW,UPTREND,
139,2021-12-28,REGULAR_EOD,EOD_MARK_TO_MARKET,105323.87,16995.56,88328.3,4786.35,112687.877875,-0.9613,-0.101,12.7333,83.86,3,1,ALLOW,UPTREND,
140,2021-12-29,REGULAR_EOD,EOD_MARK_TO_MARKET,105464.87,16156.34,89308.54,4793.06,112845.855386,0.1339,0.1402,12.6164,84.68,3,2,ALLOW,UPTREND,
141,2021-12-30,REGULAR_EOD,EOD_MARK_TO_MARKET,104918.92,16156.34,88762.58,4778.73,112508.475694,-0.5177,-0.299,13.0688,84.6,3,1,ALLOW,UPTREND,
142,2021-12-31,REGULAR_EOD,EOD_MARK_TO_MARKET,104960.68,16156.34,88804.34,4766.18,112213.003597,0.0398,-0.2626,13.0342,84.61,3,1,ALLOW,UPTREND,
