sequence,date,point_type,event,engine_equity,cash,positions_value,spx_close,spx_benchmark_equity,daily_return_pct,spx_day_return_pct,drawdown_pct,exposure_pct,open_positions_count,pending_orders_count,market_gate_state,spx_regime,settlement_delta_from_last_regular_eod
1199,2026-03-20,REGULAR_EOD,EOD_MARK_TO_MARKET,204294.15,204294.15,0.0,6506.48,153185.919048,0.0,-1.5138,26.1863,0.0,0,0,RISK_OFF,UPTREND,
1200,2026-03-23,REGULAR_EOD,EOD_MARK_TO_MARKET,204294.15,204294.15,0.0,6581.0,154940.387622,0.0,1.1453,26.1863,0.0,0,0,RISK_OFF,SIDEWAYS,
1201,2026-03-24,REGULAR_EOD,EOD_MARK_TO_MARKET,203562.9,143005.91,60556.99,6556.37,154360.508918,-0.3579,-0.3743,26.4505,29.75,3,3,RISK_OFF,SIDEWAYS,
1202,2026-03-25,REGULAR_EOD,EOD_MARK_TO_MARKET,203427.85,143005.91,60421.94,6591.9,155197.012789,-0.0663,0.5419,26.4993,29.7,3,0,RISK_OFF,SIDEWAYS,
1203,2026-03-26,REGULAR_EOD,EOD_MARK_TO_MARKET,202155.21,143005.91,59149.31,6477.16,152495.620892,-0.6256,-1.7406,26.9591,29.26,3,0,RISK_OFF,SIDEWAYS,
1204,2026-03-27,REGULAR_EOD,EOD_MARK_TO_MARKET,204030.88,143005.91,61024.97,6368.85,149945.614299,0.9278,-1.6722,26.2814,29.91,3,0,RISK_OFF,SIDEWAYS,
1205,2026-03-30,REGULAR_EOD,EOD_MARK_TO_MARKET,202983.25,143005.91,59977.35,6343.72,149353.963799,-0.5135,-0.3946,26.6599,29.55,3,0,RISK_OFF,SIDEWAYS,
1206,2026-03-31,REGULAR_EOD,EOD_MARK_TO_MARKET,203659.83,143005.91,60653.92,6528.52,153704.819844,0.3333,2.9131,26.4155,29.78,3,0,RISK_OFF,SIDEWAYS,
1207,2026-04-01,REGULAR_EOD,EOD_MARK_TO_MARKET,203741.02,143005.91,60735.11,6575.32,154806.660012,0.0399,0.7169,26.3861,29.81,3,0,RISK_OFF,SIDEWAYS,
1208,2026-04-02,REGULAR_EOD,EOD_MARK_TO_MARKET,205107.23,143005.91,62101.32,6582.69,154980.176294,0.6706,0.1121,25.8925,30.28,3,0,RISK_OFF,SIDEWAYS,
1209,2026-04-06,REGULAR_EOD,EOD_MARK_TO_MARKET,205989.03,143005.91,62983.12,6611.83,155666.236604,0.4299,0.4427,25.5739,30.58,3,0,RISK_OFF,SIDEWAYS,
1210,2026-04-07,REGULAR_EOD,EOD_MARK_TO_MARKET,206000.87,143005.91,62994.96,6616.85,155784.425442,0.0057,0.0759,25.5696,30.58,3,0,RISK_OFF,SIDEWAYS,
1211,2026-04-08,REGULAR_EOD,EOD_MARK_TO_MARKET,204325.2,143005.91,61319.29,6782.81,159691.720189,-0.8134,2.5081,26.1751,30.01,3,0,RISK_OFF,SIDEWAYS,
1212,2026-04-09,REGULAR_EOD,EOD_MARK_TO_MARKET,205475.28,161791.28,43684.0,6824.66,160677.019569,0.5629,0.617,25.7595,21.26,3,2,RISK_OFF,SIDEWAYS,
1213,2026-04-10,REGULAR_EOD,EOD_MARK_TO_MARKET,205375.27,171424.55,33950.72,6816.89,160494.085849,-0.0487,-0.1139,25.7957,16.53,2,2,RISK_OFF,SIDEWAYS,
1214,2026-04-13,REGULAR_EOD,EOD_MARK_TO_MARKET,208316.33,162904.29,45412.04,6886.24,162126.834046,1.432,1.0173,24.733,21.8,2,2,RISK_OFF,UPTREND,
1215,2026-04-14,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,6967.38,164037.161208,-0.8997,1.1783,25.4102,0.0,0,2,RISK_OFF,UPTREND,
1216,2026-04-15,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,7022.95,165345.478688,-0.0,0.7976,25.4102,0.0,0,0,RISK_OFF,UPTREND,
1217,2026-04-16,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,7041.28,165777.032754,-0.0,0.261,25.4102,0.0,0,0,RISK_OFF,UPTREND,
1218,2026-04-17,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,7126.06,167773.058595,-0.0,1.204,25.4102,0.0,0,0,RISK_OFF,UPTREND,
1219,2026-04-20,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,7109.14,167374.700996,-0.0,-0.2374,25.4102,0.0,0,0,RISK_OFF,UPTREND,
1220,2026-04-21,REGULAR_EOD,EOD_MARK_TO_MARKET,206442.07,206442.07,0.0,7064.01,166312.17863,-0.0,-0.6348,25.4102,0.0,0,0,ALLOW,UPTREND,
1221,2026-04-22,REGULAR_EOD,EOD_MARK_TO_MARKET,206022.57,137628.04,68394.53,7137.9,168051.81474,-0.2032,1.046,25.5618,33.2,1,1,ALLOW,UPTREND,
1222,2026-04-23,REGULAR_EOD,EOD_MARK_TO_MARKET,205821.19,68953.85,136867.34,7108.4,167357.278737,-0.0977,-0.4133,25.6345,66.5,2,1,ALLOW,UPTREND,
1223,2026-04-24,REGULAR_EOD,EOD_MARK_TO_MARKET,203925.87,346.79,203579.08,7165.08,168691.729607,-0.9209,0.7974,26.3193,99.83,3,2,ALLOW,UPTREND,
1224,2026-04-27,REGULAR_EOD,EOD_MARK_TO_MARKET,200221.88,346.79,199875.09,7173.91,168899.619536,-1.8163,0.1232,27.6576,99.83,3,0,ALLOW,UPTREND,
1225,2026-04-28,REGULAR_EOD,EOD_MARK_TO_MARKET,194209.83,346.79,193863.04,7138.8,168073.003974,-3.0027,-0.4894,29.8298,99.82,3,0,ALLOW,UPTREND,
1226,2026-04-29,REGULAR_EOD,EOD_MARK_TO_MARKET,196276.56,346.79,195929.78,7135.95,168005.904733,1.0642,-0.0399,29.0831,99.82,3,0,ALLOW,UPTREND,
1227,2026-04-30,REGULAR_EOD,EOD_MARK_TO_MARKET,200425.73,346.79,200078.94,7209.01,169725.999661,2.1139,1.0238,27.584,99.83,3,0,ALLOW,UPTREND,
1228,2026-05-01,REGULAR_EOD,EOD_MARK_TO_MARKET,200862.31,346.79,200515.52,7230.12,170223.004916,0.2178,0.2928,27.4262,99.83,3,0,ALLOW,UPTREND,
1229,2026-05-04,REGULAR_EOD,EOD_MARK_TO_MARKET,200681.58,346.79,200334.79,7200.75,169531.52958,-0.09,-0.4062,27.4915,99.83,3,0,ALLOW,UPTREND,
1230,2026-05-05,REGULAR_EOD,EOD_MARK_TO_MARKET,203932.45,346.79,203585.66,7259.22,170908.123481,1.6199,0.812,26.317,99.83,3,0,ALLOW,UPTREND,
1231,2026-05-06,REGULAR_EOD,EOD_MARK_TO_MARKET,212946.88,346.79,212600.09,7365.12,173401.390014,4.4203,1.4588,23.0599,99.84,3,1,ALLOW,UPTREND,
1232,2026-05-07,REGULAR_EOD,EOD_MARK_TO_MARKET,204000.2,346.79,203653.41,7337.11,172741.933965,-4.2014,-0.3803,26.2925,99.83,3,0,ALLOW,UPTREND,
1233,2026-05-08,REGULAR_EOD,EOD_MARK_TO_MARKET,217660.51,33352.92,184307.58,7398.93,174197.398904,6.6962,0.8426,21.3569,84.68,3,1,ALLOW,UPTREND,
1234,2026-05-11,REGULAR_EOD,EOD_MARK_TO_MARKET,214189.43,33352.92,180836.51,7412.84,174524.890287,-1.5947,0.188,22.611,84.43,3,1,ALLOW,UPTREND,
1235,2026-05-12,REGULAR_EOD,EOD_MARK_TO_MARKET,208889.82,33352.92,175536.89,7400.96,174245.192398,-2.4743,-0.1603,24.5258,84.03,3,1,ALLOW,UPTREND,
1236,2026-05-13,REGULAR_EOD,EOD_MARK_TO_MARKET,214682.52,70370.49,144312.04,7444.25,175264.394553,2.7731,0.5849,22.4328,67.22,3,2,ALLOW,UPTREND,
1237,2026-05-14,REGULAR_EOD,EOD_MARK_TO_MARKET,217278.35,70370.49,146907.87,7501.24,176606.143936,1.2092,0.7656,21.4949,67.61,3,1,ALLOW,UPTREND,
1238,2026-05-15,REGULAR_EOD,EOD_MARK_TO_MARKET,213401.64,70370.49,143031.15,7408.5,174422.711092,-1.7842,-1.2363,22.8956,67.02,3,1,ALLOW,UPTREND,
1239,2026-05-18,REGULAR_EOD,EOD_MARK_TO_MARKET,209627.32,70370.49,139256.83,7403.05,174294.398508,-1.7686,-0.0736,24.2593,66.43,3,1,ALLOW,UPTREND,
1240,2026-05-19,REGULAR_EOD,EOD_MARK_TO_MARKET,211753.56,70370.49,141383.07,7353.61,173130.403255,1.0143,-0.6678,23.4911,66.77,3,2,ALLOW,UPTREND,
1241,2026-05-20,REGULAR_EOD,EOD_MARK_TO_MARKET,217936.81,70370.49,147566.32,7432.97,174998.82282,2.92,1.0792,21.257,67.71,3,2,ALLOW,UPTREND,
1242,2026-05-21,REGULAR_EOD,EOD_MARK_TO_MARKET,221487.67,70370.49,151117.19,7445.72,175299.003635,1.6293,0.1715,19.9741,68.23,3,3,ALLOW,UPTREND,
1243,2026-05-22,REGULAR_EOD,EOD_MARK_TO_MARKET,230468.71,70370.49,160098.22,7473.47,175952.33835,4.0549,0.3727,16.7291,69.47,3,0,ALLOW,UPTREND,
1244,2026-05-26,REGULAR_EOD,EOD_MARK_TO_MARKET,236824.83,70370.49,166454.34,7519.12,177027.103385,2.7579,0.6108,14.4326,70.29,3,0,ALLOW,UPTREND,
1245,2026-05-27,REGULAR_EOD,EOD_MARK_TO_MARKET,232724.12,70370.49,162353.64,7520.36,177056.29744,-1.7315,0.0165,15.9142,69.76,3,0,ALLOW,UPTREND,
1246,2026-05-28,REGULAR_EOD,EOD_MARK_TO_MARKET,237040.7,70370.49,166670.21,7563.63,178075.028723,1.8548,0.5754,14.3546,70.31,3,1,ALLOW,UPTREND,
1247,2026-05-29,REGULAR_EOD,EOD_MARK_TO_MARKET,253318.61,70370.49,182948.12,7580.06,178461.849961,6.8671,0.2172,8.4732,72.22,3,1,ALLOW,UPTREND,
1248,2026-06-01,REGULAR_EOD,EOD_MARK_TO_MARKET,265727.27,70370.49,195356.78,7599.96,178930.367468,4.8984,0.2625,3.9898,73.52,3,1,ALLOW,UPTREND,
1249,2026-06-02,REGULAR_EOD,EOD_MARK_TO_MARKET,290752.15,70370.49,220381.66,7609.78,179161.565555,9.4175,0.1292,0.0,75.8,3,1,ALLOW,UPTREND,
1250,2026-06-03,REGULAR_EOD,EOD_MARK_TO_MARKET,293126.11,70370.49,222755.62,7553.68,177840.76997,0.8165,-0.7372,0.0,75.99,3,1,ALLOW,UPTREND,
1251,2026-06-04,REGULAR_EOD,EOD_MARK_TO_MARKET,299697.39,70370.49,229326.9,7584.31,178561.910233,2.2418,0.4055,0.0,76.52,3,2,ALLOW,UPTREND,
1252,2026-06-05,REGULAR_EOD,EOD_MARK_TO_MARKET,273468.36,70370.49,203097.87,7383.74,173839.771721,-8.7518,-2.6445,8.7518,74.27,3,1,ALLOW,UPTREND,
1253,2026-06-08,REGULAR_EOD,EOD_MARK_TO_MARKET,282683.84,127809.92,154873.92,7405.73,174357.495338,3.3699,0.2978,5.6769,54.79,3,2,ALLOW,UPTREND,
1254,2026-06-09,REGULAR_EOD,EOD_MARK_TO_MARKET,275132.21,127809.92,147322.29,7386.65,173908.283578,-2.6714,-0.2576,8.1967,53.55,3,3,ALLOW,UPTREND,
1255,2026-06-10,REGULAR_EOD,EOD_MARK_TO_MARKET,269464.32,159975.41,109488.91,7266.99,171091.057202,-2.0601,-1.6199,10.0879,40.63,2,3,ALLOW,UPTREND,
1256,2026-06-11,REGULAR_EOD,EOD_MARK_TO_MARKET,277538.67,70153.97,207384.7,7394.3,174088.392067,2.9964,1.7519,7.3937,74.72,3,3,ALLOW,UPTREND,
1257,2026-06-12,REGULAR_EOD,EOD_MARK_TO_MARKET,280512.19,70153.97,210358.22,7431.46,174963.271994,1.0714,0.5026,6.4015,74.99,3,2,ALLOW,UPTREND,
1258,2026-06-15,REGULAR_EOD,EOD_MARK_TO_MARKET,288838.11,70153.97,218684.14,7554.29,177855.131562,2.9681,1.6528,3.6234,75.71,3,2,ALLOW,UPTREND,
1259,2026-06-16,REGULAR_EOD,EOD_MARK_TO_MARKET,279290.75,70153.97,209136.78,7511.35,176844.169665,-3.3054,-0.5684,6.8091,74.88,3,1,ALLOW,UPTREND,
1260,2026-06-18,FINAL_SETTLEMENT,SIM_END_LIQUIDATION,281711.79,281711.79,0.0,,,,,,0.0,0,0,,,2421.04
